Sale_ID,Order_Date,Customer_ID,Customer_Name,Product_ID,Product_Name,Category,Sub_Category,Region,State,Salesperson,Quantity,Unit_Price,Discount,Sales,Cost,Profit,Payment_Mode,Order_Status,Shipping_Days
12116,22-10-2023,C013,Nikhil,P110,Tshirt,Fashion,Clothing,West,Gujarat,Priya,1,1427,15,1212.95,897.55,315.4,Cash,Delivered,3
12117,22-10-2023,C015,Lakshmi,P104,Chair,Furniture,Chair,West,Maharashtra,Priya,2,8111,15,13788.7,10784.05,3004.65,Card,Delivered,5
12118,22-10-2023,C020,Kavya,P107,Mixer,Home Appliances,Kitchen,North,Punjab,Sneha,1,6080,20,4864,2956.69,1907.31,UPI,Delivered,5
12119,22-10-2023,C008,Meena,P102,Mobile,Electronics,Mobile,North,Delhi,Pooja,5,22325,20,89300,54152.08,35147.92,Cash,Delivered,7
12120,22-10-2023,C001,Rahul,P105,Table,Furniture,Table,East,West Bengal,Pooja,3,11770,15,30013.5,21381.36,8632.14,Cash,Returned,5
12121,22-10-2023,C007,Vijay,P112,Printer,Electronics,Printer,North,Punjab,Kiran,5,14228,10,64026,38785.74,25240.26,Card,Delivered,5
12122,22-10-2023,C016,Manoj,P106,Sofa,Furniture,Sofa,East,West Bengal,Rahul,4,31099,0,124396,86973.2,37422.8,Cash,Delivered,2
12123,23-10-2023,C020,Kavya,P101,Laptop,Electronics,Laptop,North,Punjab,Sneha,4,55292,15,187992.8,145074.96,42917.84,Card,Cancelled,5
12124,23-10-2023,C009,Ravi,P102,Mobile,Electronics,Mobile,South,Telangana,Rahul,1,21578,10,19420.2,12447.13,6973.07,Cash,Returned,6
12125,23-10-2023,C018,Deepak,P109,AC,Home Appliances,Cooling,West,Gujarat,Kiran,3,39717,0,119151,72408.31,46742.69,UPI,Delivered,3
12126,23-10-2023,C011,Suresh,P107,Mixer,Home Appliances,Kitchen,South,Telangana,Sneha,3,4824,15,12301.2,9275.22,3025.98,UPI,Delivered,3
12127,23-10-2023,C009,Ravi,P108,Microwave,Home Appliances,Kitchen,North,Punjab,Amit,2,11771,5,22364.9,15318.04,7046.86,Cash,Returned,1
12128,23-10-2023,C016,Manoj,P104,Chair,Furniture,Chair,North,Delhi,Priya,5,7424,0,37120,26108.3,11011.7,Cash,Delivered,7
12129,23-10-2023,C016,Manoj,P106,Sofa,Furniture,Sofa,South,Telangana,Sneha,4,30155,20,96496,64052.48,32443.52,Card,Returned,6
12130,24-10-2023,C013,Nikhil,P109,AC,Home Appliances,Cooling,North,Delhi,Amit,1,40829,15,34704.65,22093.74,12610.91,Card,Cancelled,6
12131,24-10-2023,C012,Divya,P101,Laptop,Electronics,Laptop,North,Delhi,Kiran,1,56020,15,47617,37164.07,10452.93,Card,Delivered,2
12132,24-10-2023,C004,Anjali,P102,Mobile,Electronics,Mobile,South,Telangana,Priya,2,21437,5,40730.3,25972.24,14758.06,Card,Delivered,6
12133,24-10-2023,C015,Lakshmi,P104,Chair,Furniture,Chair,North,Delhi,Rahul,1,6296,0,6296,4614.98,1681.02,Cash,Returned,3
12134,24-10-2023,C020,Kavya,P112,Printer,Electronics,Printer,East,West Bengal,Rahul,5,14523,0,72615,53073.71,19541.29,Cash,Delivered,4
12135,24-10-2023,C011,Suresh,P110,Tshirt,Fashion,Clothing,South,Telangana,Sneha,4,1126,15,3828.4,2771.88,1056.52,Card,Returned,7
12136,24-10-2023,C017,Asha,P110,Tshirt,Fashion,Clothing,North,Punjab,Amit,1,1895,10,1705.5,1143.22,562.28,UPI,Cancelled,7
12137,25-10-2023,C007,Vijay,P108,Microwave,Home Appliances,Kitchen,North,Delhi,Rahul,3,12125,5,34556.25,25227.49,9328.76,UPI,Returned,4
12138,25-10-2023,C001,Rahul,P112,Printer,Electronics,Printer,South,Telangana,Amit,3,16161,5,46058.85,32147.83,13911.02,Cash,Delivered,6
12139,25-10-2023,C005,Arjun,P102,Mobile,Electronics,Mobile,South,Telangana,Pooja,1,22765,10,20488.5,16615.67,3872.83,Cash,Delivered,7
12140,25-10-2023,C020,Kavya,P102,Mobile,Electronics,Mobile,South,Telangana,Rahul,4,21446,20,68627.2,46406.36,22220.84,Cash,Delivered,3
12141,26-10-2023,C012,Divya,P102,Mobile,Electronics,Mobile,North,Punjab,Kiran,1,22747,5,21609.65,13036.78,8572.87,Card,Delivered,4
12142,26-10-2023,C008,Meena,P108,Microwave,Home Appliances,Kitchen,West,Maharashtra,Sneha,2,12232,20,19571.2,12973.89,6597.31,UPI,Delivered,4
12143,26-10-2023,C001,Rahul,P111,Jeans,Fashion,Clothing,South,Karnataka,Amit,5,3372,10,15174,9426.84,5747.16,UPI,Cancelled,5
12144,26-10-2023,C017,Asha,P110,Tshirt,Fashion,Clothing,South,Telangana,Rahul,4,1347,15,4579.8,3647.39,932.41,Cash,Returned,6
12145,26-10-2023,C019,Rohan,P106,Sofa,Furniture,Sofa,East,Odisha,Amit,1,30134,5,28627.3,19129.05,9498.25,UPI,Delivered,3
12146,26-10-2023,C007,Vijay,P104,Chair,Furniture,Chair,North,Delhi,Rahul,5,7801,0,39005,28652.02,10352.98,Card,Delivered,5
12147,26-10-2023,C016,Manoj,P105,Table,Furniture,Table,South,Telangana,Pooja,3,12112,20,29068.8,19448.14,9620.66,Cash,Cancelled,3
12148,27-10-2023,C013,Nikhil,P103,Headphones,Electronics,Accessories,North,Delhi,Rahul,5,1999,15,8495.75,5410.19,3085.56,Card,Cancelled,4
12149,27-10-2023,C014,Harsha,P107,Mixer,Home Appliances,Kitchen,South,Telangana,Pooja,1,5792,5,5502.4,4193.99,1308.41,Cash,Delivered,6
12150,27-10-2023,C016,Manoj,P103,Headphones,Electronics,Accessories,West,Maharashtra,Sneha,4,1730,15,5882,4552.45,1329.55,UPI,Returned,3
12151,27-10-2023,C002,Priya,P104,Chair,Furniture,Chair,South,Telangana,Sneha,2,7561,15,12853.7,8515.08,4338.62,UPI,Cancelled,2
12152,27-10-2023,C020,Kavya,P105,Table,Furniture,Table,East,West Bengal,Priya,4,11623,15,39518.2,24671.82,14846.38,Cash,Delivered,1
12153,27-10-2023,C020,Kavya,P107,Mixer,Home Appliances,Kitchen,East,West Bengal,Rahul,5,5985,0,29925,22939.49,6985.51,Card,Delivered,5
12154,27-10-2023,C008,Meena,P108,Microwave,Home Appliances,Kitchen,South,Telangana,Pooja,1,11245,10,10120.5,6409.17,3711.33,Card,Delivered,3
12155,27-10-2023,C015,Lakshmi,P105,Table,Furniture,Table,North,Delhi,Sneha,3,11713,20,28111.2,17559.84,10551.36,Cash,Returned,2
12156,27-10-2023,C002,Priya,P111,Jeans,Fashion,Clothing,North,Delhi,Sneha,2,2413,0,4826,3000.26,1825.74,Cash,Cancelled,1
12157,28-10-2023,C008,Meena,P108,Microwave,Home Appliances,Kitchen,East,Odisha,Pooja,2,11843,20,18948.8,15275.31,3673.49,Cash,Delivered,7
12158,28-10-2023,C011,Suresh,P112,Printer,Electronics,Printer,West,Maharashtra,Priya,4,15925,10,57330,46810.04,10519.96,Card,Delivered,6
12159,28-10-2023,C011,Suresh,P108,Microwave,Home Appliances,Kitchen,West,Maharashtra,Kiran,1,12965,20,10372,6228.47,4143.53,Cash,Cancelled,3
12160,28-10-2023,C014,Harsha,P104,Chair,Furniture,Chair,West,Gujarat,Amit,3,6435,5,18339.75,12592.58,5747.17,Card,Returned,1
12161,29-10-2023,C015,Lakshmi,P103,Headphones,Electronics,Accessories,East,West Bengal,Priya,5,2230,20,8920,5361.97,3558.03,Card,Returned,7
12162,29-10-2023,C018,Deepak,P111,Jeans,Fashion,Clothing,East,West Bengal,Pooja,5,2372,0,11860,8212.05,3647.95,Card,Delivered,7
12163,29-10-2023,C015,Lakshmi,P109,AC,Home Appliances,Cooling,South,Telangana,Priya,2,39912,10,71841.6,45193.57,26648.03,UPI,Delivered,4
12164,29-10-2023,C015,Lakshmi,P107,Mixer,Home Appliances,Kitchen,North,Delhi,Amit,2,5690,10,10242,6966.79,3275.21,Card,Delivered,3
12165,29-10-2023,C004,Anjali,P111,Jeans,Fashion,Clothing,East,West Bengal,Priya,1,2794,0,2794,2278.98,515.02,Cash,Cancelled,7
12166,29-10-2023,C001,Rahul,P101,Laptop,Electronics,Laptop,South,Karnataka,Amit,4,54774,0,219096,136073.18,83022.82,UPI,Delivered,7
12167,29-10-2023,C001,Rahul,P109,AC,Home Appliances,Cooling,East,West Bengal,Amit,5,40930,5,194417.5,136174.1,58243.4,Cash,Delivered,6
12168,29-10-2023,C005,Arjun,P108,Microwave,Home Appliances,Kitchen,West,Gujarat,Priya,2,12451,5,23656.9,18607.48,5049.42,UPI,Returned,4
12169,30-10-2023,C012,Divya,P102,Mobile,Electronics,Mobile,East,West Bengal,Rahul,4,21404,20,68492.8,47646.7,20846.1,UPI,Delivered,7
12170,30-10-2023,C011,Suresh,P110,Tshirt,Fashion,Clothing,West,Maharashtra,Pooja,1,1478,15,1256.3,1018.07,238.23,Cash,Cancelled,5
12171,30-10-2023,C016,Manoj,P106,Sofa,Furniture,Sofa,South,Telangana,Sneha,4,29996,20,95987.2,66393.12,29594.08,Card,Delivered,3
12172,30-10-2023,C008,Meena,P102,Mobile,Electronics,Mobile,North,Delhi,Kiran,3,22057,20,52936.8,34295.81,18640.99,UPI,Delivered,3
12173,30-10-2023,C015,Lakshmi,P104,Chair,Furniture,Chair,North,Delhi,Pooja,2,7124,5,13535.6,8720.49,4815.11,Cash,Delivered,7
12174,30-10-2023,C012,Divya,P109,AC,Home Appliances,Cooling,North,Delhi,Priya,1,39948,0,39948,25881.17,14066.83,Card,Delivered,3
12175,30-10-2023,C014,Harsha,P108,Microwave,Home Appliances,Kitchen,West,Maharashtra,Sneha,1,12271,20,9816.8,6857.14,2959.66,UPI,Delivered,7
12176,30-10-2023,C016,Manoj,P104,Chair,Furniture,Chair,South,Telangana,Amit,1,7971,0,7971,5971.07,1999.93,UPI,Delivered,5
12177,30-10-2023,C019,Rohan,P109,AC,Home Appliances,Cooling,West,Maharashtra,Pooja,5,40847,15,173599.75,140177.71,33422.04,Card,Returned,2
12178,31-10-2023,C016,Manoj,P111,Jeans,Fashion,Clothing,South,Karnataka,Priya,1,1422,15,1208.7,869.26,339.44,UPI,Delivered,4
12179,31-10-2023,C012,Divya,P112,Printer,Electronics,Printer,East,West Bengal,Amit,3,14477,0,43431,28742.48,14688.52,Cash,Cancelled,4
12180,31-10-2023,C002,Priya,P101,Laptop,Electronics,Laptop,East,Odisha,Sneha,4,54236,15,184402.4,119737.6,64664.8,UPI,Cancelled,1
12181,31-10-2023,C016,Manoj,P104,Chair,Furniture,Chair,South,Telangana,Kiran,4,6239,15,21212.6,16186.07,5026.53,Cash,Returned,1
12182,31-10-2023,C015,Lakshmi,P104,Chair,Furniture,Chair,North,Delhi,Kiran,3,7430,15,18946.5,13054.41,5892.09,Card,Delivered,6
12183,31-10-2023,C004,Anjali,P101,Laptop,Electronics,Laptop,North,Punjab,Pooja,3,54495,10,147136.5,96366.4,50770.1,UPI,Returned,3
12184,31-10-2023,C017,Asha,P104,Chair,Furniture,Chair,West,Maharashtra,Priya,2,7746,20,12393.6,7544.5,4849.1,Cash,Cancelled,2
12185,01-11-2023,C006,Pooja,P111,Jeans,Fashion,Clothing,West,Maharashtra,Sneha,3,2713,20,6511.2,4132.42,2378.78,Cash,Returned,1
12186,01-11-2023,C013,Nikhil,P105,Table,Furniture,Table,East,West Bengal,Sneha,1,12541,20,10032.8,8038.14,1994.66,Cash,Delivered,6
12187,01-11-2023,C012,Divya,P104,Chair,Furniture,Chair,East,Odisha,Amit,2,6290,10,11322,8564.04,2757.96,Cash,Cancelled,2
12188,01-11-2023,C010,Neha,P104,Chair,Furniture,Chair,West,Maharashtra,Kiran,5,7732,10,34794,25747.06,9046.94,Card,Returned,3
12189,01-11-2023,C015,Lakshmi,P104,Chair,Furniture,Chair,East,Odisha,Sneha,5,6667,0,33335,25196.9,8138.1,Card,Returned,5
12190,01-11-2023,C014,Harsha,P107,Mixer,Home Appliances,Kitchen,West,Maharashtra,Priya,3,5537,5,15780.45,10577.9,5202.55,UPI,Delivered,2
12191,01-11-2023,C004,Anjali,P111,Jeans,Fashion,Clothing,East,West Bengal,Kiran,2,3096,5,5882.4,4046.48,1835.92,Cash,Returned,5
12192,01-11-2023,C019,Rohan,P112,Printer,Electronics,Printer,East,West Bengal,Priya,5,15217,10,68476.5,47943.66,20532.84,Card,Cancelled,3
12193,02-11-2023,C001,Rahul,P111,Jeans,Fashion,Clothing,South,Karnataka,Amit,3,2904,15,7405.2,5154.88,2250.32,Cash,Cancelled,3
12194,02-11-2023,C001,Rahul,P109,AC,Home Appliances,Cooling,South,Telangana,Priya,4,39226,5,149058.8,121630.77,27428.03,Cash,Delivered,4
12195,02-11-2023,C005,Arjun,P109,AC,Home Appliances,Cooling,West,Gujarat,Kiran,5,39641,15,168474.25,116621.91,51852.34,UPI,Delivered,6
12196,02-11-2023,C017,Asha,P110,Tshirt,Fashion,Clothing,South,Karnataka,Amit,1,950,0,950,762.73,187.27,Card,Cancelled,4
12197,03-11-2023,C017,Asha,P108,Microwave,Home Appliances,Kitchen,South,Karnataka,Kiran,2,12229,5,23235.1,14040.74,9194.36,UPI,Delivered,6
12198,03-11-2023,C003,Kiran,P106,Sofa,Furniture,Sofa,East,West Bengal,Sneha,5,30152,20,120608,77746.58,42861.42,Cash,Returned,5
12199,03-11-2023,C001,Rahul,P111,Jeans,Fashion,Clothing,East,Odisha,Pooja,4,2919,15,9924.6,7493.74,2430.86,UPI,Cancelled,3
12200,03-11-2023,C020,Kavya,P101,Laptop,Electronics,Laptop,East,West Bengal,Pooja,4,55165,10,198594,151824.76,46769.24,UPI,Delivered,1
12201,03-11-2023,C014,Harsha,P101,Laptop,Electronics,Laptop,East,Odisha,Kiran,3,54828,20,131587.2,95702.29,35884.91,Cash,Cancelled,7
12202,03-11-2023,C020,Kavya,P105,Table,Furniture,Table,South,Telangana,Amit,4,12086,10,43509.6,33899.95,9609.65,UPI,Delivered,5
12203,03-11-2023,C006,Pooja,P110,Tshirt,Fashion,Clothing,West,Gujarat,Priya,2,534,0,1068,833.56,234.44,Card,Delivered,3
12204,04-11-2023,C008,Meena,P105,Table,Furniture,Table,West,Gujarat,Pooja,5,11479,5,54525.25,34087.1,20438.15,Card,Delivered,6
12205,04-11-2023,C012,Divya,P102,Mobile,Electronics,Mobile,West,Maharashtra,Kiran,4,21832,20,69862.4,53328.56,16533.84,Card,Delivered,6
12206,04-11-2023,C006,Pooja,P106,Sofa,Furniture,Sofa,East,West Bengal,Amit,3,31080,10,83916,66300.37,17615.63,Card,Delivered,7
12207,04-11-2023,C010,Neha,P110,Tshirt,Fashion,Clothing,South,Telangana,Sneha,1,492,20,393.6,242.12,151.48,Cash,Delivered,5
12208,04-11-2023,C014,Harsha,P107,Mixer,Home Appliances,Kitchen,West,Gujarat,Rahul,1,4554,10,4098.6,3258.43,840.17,Card,Delivered,5
12209,04-11-2023,C020,Kavya,P109,AC,Home Appliances,Cooling,East,Odisha,Amit,5,40617,10,182776.5,117489.18,65287.32,Cash,Returned,7
12210,04-11-2023,C007,Vijay,P106,Sofa,Furniture,Sofa,North,Punjab,Amit,5,30894,5,146746.5,109834.68,36911.82,Card,Delivered,1
12211,04-11-2023,C009,Ravi,P110,Tshirt,Fashion,Clothing,West,Gujarat,Priya,2,1888,20,3020.8,1879.12,1141.68,Card,Returned,5
12212,04-11-2023,C009,Ravi,P111,Jeans,Fashion,Clothing,East,Odisha,Priya,5,2124,15,9027,5847.41,3179.59,Cash,Cancelled,1
12213,05-11-2023,C009,Ravi,P106,Sofa,Furniture,Sofa,West,Maharashtra,Priya,4,31098,5,118172.4,79447.86,38724.54,UPI,Delivered,7
12214,05-11-2023,C005,Arjun,P109,AC,Home Appliances,Cooling,North,Delhi,Rahul,4,40919,5,155492.2,114970.76,40521.44,UPI,Delivered,2
12215,05-11-2023,C003,Kiran,P108,Microwave,Home Appliances,Kitchen,South,Karnataka,Priya,5,12089,10,54400.5,33569.79,20830.71,Cash,Returned,7
12216,05-11-2023,C003,Kiran,P106,Sofa,Furniture,Sofa,North,Delhi,Amit,4,29812,20,95398.4,73343.31,22055.09,UPI,Delivered,1
12217,05-11-2023,C002,Priya,P101,Laptop,Electronics,Laptop,South,Telangana,Pooja,5,55855,5,265311.25,162173.63,103137.62,Card,Delivered,7
12218,05-11-2023,C016,Manoj,P110,Tshirt,Fashion,Clothing,East,Odisha,Pooja,5,586,20,2344,1406.93,937.07,UPI,Delivered,4
12219,05-11-2023,C014,Harsha,P104,Chair,Furniture,Chair,West,Maharashtra,Pooja,5,6544,10,29448,23577.3,5870.7,UPI,Delivered,7
12220,06-11-2023,C016,Manoj,P108,Microwave,Home Appliances,Kitchen,South,Karnataka,Amit,3,11513,20,27631.2,19403.38,8227.82,UPI,Delivered,4
12221,06-11-2023,C009,Ravi,P106,Sofa,Furniture,Sofa,West,Maharashtra,Kiran,1,30510,20,24408,16439.83,7968.17,Card,Delivered,3
12222,06-11-2023,C015,Lakshmi,P102,Mobile,Electronics,Mobile,East,Odisha,Sneha,1,22400,15,19040,12534.7,6505.3,Card,Returned,6
12223,06-11-2023,C010,Neha,P111,Jeans,Fashion,Clothing,East,West Bengal,Pooja,4,1509,5,5734.2,3634.67,2099.53,UPI,Delivered,6
12224,06-11-2023,C002,Priya,P112,Printer,Electronics,Printer,North,Delhi,Sneha,5,15999,20,63996,42166.92,21829.08,Cash,Delivered,7
12225,06-11-2023,C002,Priya,P105,Table,Furniture,Table,East,Odisha,Sneha,5,11982,0,59910,39260.68,20649.32,Cash,Delivered,3
12226,06-11-2023,C016,Manoj,P111,Jeans,Fashion,Clothing,West,Maharashtra,Kiran,3,1969,15,5020.95,3674.49,1346.46,Cash,Returned,7
12227,06-11-2023,C006,Pooja,P111,Jeans,Fashion,Clothing,West,Maharashtra,Amit,3,2366,20,5678.4,3627.25,2051.15,Cash,Returned,4
12228,07-11-2023,C020,Kavya,P108,Microwave,Home Appliances,Kitchen,North,Punjab,Rahul,5,12687,15,53919.75,40509.56,13410.19,UPI,Cancelled,7
12229,07-11-2023,C018,Deepak,P109,AC,Home Appliances,Cooling,East,West Bengal,Pooja,3,39366,5,112193.1,88996.04,23197.06,UPI,Delivered,6
12230,07-11-2023,C010,Neha,P104,Chair,Furniture,Chair,West,Maharashtra,Amit,1,7058,5,6705.1,4785.59,1919.51,Cash,Delivered,2
12231,07-11-2023,C005,Arjun,P103,Headphones,Electronics,Accessories,South,Telangana,Pooja,4,1772,20,5670.4,3868.67,1801.73,Card,Cancelled,5
12232,08-11-2023,C009,Ravi,P108,Microwave,Home Appliances,Kitchen,West,Gujarat,Priya,1,12331,5,11714.45,8251.04,3463.41,Cash,Cancelled,2
12233,08-11-2023,C004,Anjali,P108,Microwave,Home Appliances,Kitchen,South,Karnataka,Priya,2,12963,0,25926,18260.76,7665.24,Card,Delivered,6
12234,08-11-2023,C015,Lakshmi,P107,Mixer,Home Appliances,Kitchen,North,Punjab,Sneha,5,5723,20,22892,17066.13,5825.87,UPI,Delivered,3
12235,08-11-2023,C019,Rohan,P104,Chair,Furniture,Chair,North,Delhi,Priya,3,6959,0,20877,16554.55,4322.45,UPI,Returned,7
12236,09-11-2023,C003,Kiran,P106,Sofa,Furniture,Sofa,South,Telangana,Kiran,2,30241,15,51409.7,32658.17,18751.53,Card,Delivered,5
12237,09-11-2023,C018,Deepak,P109,AC,Home Appliances,Cooling,South,Telangana,Pooja,1,40623,10,36560.7,25330.12,11230.58,Cash,Cancelled,6
12238,09-11-2023,C013,Nikhil,P106,Sofa,Furniture,Sofa,West,Gujarat,Kiran,4,29221,0,116884,89035.68,27848.32,Card,Delivered,3
12239,09-11-2023,C017,Asha,P108,Microwave,Home Appliances,Kitchen,South,Karnataka,Pooja,1,12161,0,12161,7995.43,4165.57,Card,Returned,3
12240,09-11-2023,C002,Priya,P103,Headphones,Electronics,Accessories,North,Punjab,Kiran,2,3484,15,5922.8,3974.13,1948.67,UPI,Delivered,4
12241,09-11-2023,C003,Kiran,P107,Mixer,Home Appliances,Kitchen,North,Punjab,Amit,5,4652,10,20934,12945.63,7988.37,Card,Delivered,1
12242,09-11-2023,C010,Neha,P102,Mobile,Electronics,Mobile,North,Delhi,Kiran,3,22667,15,57800.85,43869.41,13931.44,UPI,Delivered,1
12243,09-11-2023,C013,Nikhil,P108,Microwave,Home Appliances,Kitchen,East,Odisha,Pooja,1,12897,15,10962.45,8332.29,2630.16,Card,Delivered,5
12244,09-11-2023,C019,Rohan,P103,Headphones,Electronics,Accessories,South,Telangana,Pooja,1,2490,10,2241,1646.44,594.56,Cash,Delivered,6
12245,10-11-2023,C010,Neha,P110,Tshirt,Fashion,Clothing,North,Punjab,Sneha,1,953,0,953,599.04,353.96,Card,Returned,2
12246,10-11-2023,C004,Anjali,P104,Chair,Furniture,Chair,North,Punjab,Priya,5,6782,15,28823.5,20572.95,8250.55,Cash,Delivered,4
12247,10-11-2023,C015,Lakshmi,P102,Mobile,Electronics,Mobile,North,Punjab,Sneha,3,22711,10,61319.7,48948.02,12371.68,Card,Delivered,4
12248,10-11-2023,C009,Ravi,P106,Sofa,Furniture,Sofa,East,Odisha,Priya,5,30186,10,135837,107153.04,28683.96,UPI,Returned,7
12249,11-11-2023,C016,Manoj,P104,Chair,Furniture,Chair,West,Gujarat,Kiran,5,7066,5,33563.5,20671.84,12891.66,Cash,Delivered,5
12250,11-11-2023,C002,Priya,P103,Headphones,Electronics,Accessories,North,Delhi,Kiran,2,2105,5,3999.5,3030.87,968.63,Cash,Delivered,5
12251,11-11-2023,C019,Rohan,P104,Chair,Furniture,Chair,North,Punjab,Priya,1,6351,20,5080.8,4149.35,931.45,UPI,Delivered,7
12252,11-11-2023,C012,Divya,P104,Chair,Furniture,Chair,South,Karnataka,Amit,2,6387,10,11496.6,8302.13,3194.47,Card,Delivered,1
12253,11-11-2023,C016,Manoj,P111,Jeans,Fashion,Clothing,East,West Bengal,Amit,1,2235,15,1899.75,1502.6,397.15,Card,Delivered,7
12254,11-11-2023,C014,Harsha,P109,AC,Home Appliances,Cooling,North,Delhi,Sneha,4,40874,15,138971.6,93879.43,45092.17,Cash,Delivered,2
12255,11-11-2023,C013,Nikhil,P101,Laptop,Electronics,Laptop,West,Gujarat,Priya,3,56058,10,151356.6,95514.71,55841.89,Card,Returned,5
12256,12-11-2023,C002,Priya,P110,Tshirt,Fashion,Clothing,East,Odisha,Sneha,1,723,5,686.85,521.69,165.16,Card,Cancelled,7
12257,12-11-2023,C014,Harsha,P102,Mobile,Electronics,Mobile,East,West Bengal,Amit,3,22701,10,61292.7,40321.03,20971.67,UPI,Returned,3
12258,12-11-2023,C016,Manoj,P104,Chair,Furniture,Chair,South,Telangana,Rahul,1,6855,5,6512.25,4605.74,1906.51,Cash,Returned,2
12259,12-11-2023,C013,Nikhil,P109,AC,Home Appliances,Cooling,West,Gujarat,Priya,5,40255,0,201275,143141.5,58133.5,UPI,Cancelled,7
12260,13-11-2023,C008,Meena,P111,Jeans,Fashion,Clothing,North,Punjab,Kiran,3,3022,20,7252.8,5255,1997.8,UPI,Delivered,2
12261,13-11-2023,C010,Neha,P104,Chair,Furniture,Chair,West,Gujarat,Pooja,5,7871,20,31484,20299.94,11184.06,Card,Delivered,2
12262,13-11-2023,C009,Ravi,P103,Headphones,Electronics,Accessories,West,Maharashtra,Amit,2,3139,10,5650.2,3642.02,2008.18,Cash,Cancelled,1
12263,13-11-2023,C002,Priya,P102,Mobile,Electronics,Mobile,East,Odisha,Sneha,4,21399,5,81316.2,54274.46,27041.74,Card,Cancelled,1
12264,13-11-2023,C015,Lakshmi,P106,Sofa,Furniture,Sofa,West,Maharashtra,Pooja,5,29498,10,132741,81346.74,51394.26,UPI,Returned,4
12265,13-11-2023,C020,Kavya,P112,Printer,Electronics,Printer,East,Odisha,Rahul,5,15323,5,72784.25,50539.24,22245.01,Cash,Delivered,7
12266,13-11-2023,C012,Divya,P112,Printer,Electronics,Printer,South,Telangana,Rahul,4,14332,10,51595.2,38524.93,13070.27,Cash,Delivered,6
12267,13-11-2023,C013,Nikhil,P101,Laptop,Electronics,Laptop,East,Odisha,Kiran,3,56096,20,134630.4,105592.5,29037.9,Cash,Delivered,4
12268,13-11-2023,C007,Vijay,P105,Table,Furniture,Table,South,Karnataka,Sneha,5,11417,0,57085,44486.23,12598.77,Card,Delivered,3
12269,13-11-2023,C005,Arjun,P104,Chair,Furniture,Chair,South,Karnataka,Priya,3,6276,15,16003.8,12005.77,3998.03,Cash,Returned,2
12270,14-11-2023,C013,Nikhil,P101,Laptop,Electronics,Laptop,West,Gujarat,Pooja,2,56075,20,89720,68591.63,21128.37,Card,Delivered,6
12271,14-11-2023,C019,Rohan,P106,Sofa,Furniture,Sofa,North,Punjab,Kiran,1,29447,15,25029.95,17737.74,7292.21,Card,Delivered,1
12272,14-11-2023,C012,Divya,P107,Mixer,Home Appliances,Kitchen,East,Odisha,Pooja,5,5603,20,22412,17666.5,4745.5,Cash,Returned,5
12273,14-11-2023,C019,Rohan,P104,Chair,Furniture,Chair,North,Delhi,Sneha,3,7488,0,22464,16630.53,5833.47,Card,Cancelled,7
12274,14-11-2023,C001,Rahul,P108,Microwave,Home Appliances,Kitchen,East,West Bengal,Kiran,3,11445,20,27468,21309.9,6158.1,Cash,Delivered,1
12275,14-11-2023,C004,Anjali,P105,Table,Furniture,Table,West,Gujarat,Kiran,3,11259,15,28710.45,18230.59,10479.86,Card,Returned,1
12276,14-11-2023,C014,Harsha,P108,Microwave,Home Appliances,Kitchen,North,Delhi,Priya,4,11528,15,39195.2,25644.92,13550.28,Cash,Cancelled,3
12277,14-11-2023,C017,Asha,P110,Tshirt,Fashion,Clothing,West,Maharashtra,Sneha,3,1670,20,4008,2613.04,1394.96,Cash,Delivered,3
12278,14-11-2023,C006,Pooja,P109,AC,Home Appliances,Cooling,South,Telangana,Amit,3,39611,20,95066.4,58381.91,36684.49,Cash,Delivered,3
12279,14-11-2023,C008,Meena,P101,Laptop,Electronics,Laptop,East,West Bengal,Rahul,5,55775,5,264931.25,188783.08,76148.17,Card,Returned,5
12280,15-11-2023,C016,Manoj,P111,Jeans,Fashion,Clothing,West,Gujarat,Rahul,3,3102,15,7910.1,5487.98,2422.12,Cash,Delivered,6
12281,15-11-2023,C008,Meena,P106,Sofa,Furniture,Sofa,East,Odisha,Sneha,1,29532,5,28055.4,18245.18,9810.22,Cash,Cancelled,3
12282,15-11-2023,C019,Rohan,P109,AC,Home Appliances,Cooling,West,Gujarat,Priya,3,41082,5,117083.7,77835.72,39247.98,Card,Delivered,6
12283,15-11-2023,C003,Kiran,P108,Microwave,Home Appliances,Kitchen,North,Punjab,Rahul,5,11541,20,46164,34284.38,11879.62,Card,Delivered,2
12284,15-11-2023,C014,Harsha,P111,Jeans,Fashion,Clothing,South,Telangana,Pooja,5,2940,5,13965,10785.41,3179.59,Cash,Delivered,4
12285,15-11-2023,C008,Meena,P110,Tshirt,Fashion,Clothing,North,Delhi,Pooja,4,1251,5,4753.8,3785.51,968.29,Cash,Delivered,5
12286,15-11-2023,C010,Neha,P101,Laptop,Electronics,Laptop,East,West Bengal,Priya,1,54455,0,54455,41088.82,13366.18,Cash,Delivered,2
12287,16-11-2023,C009,Ravi,P112,Printer,Electronics,Printer,West,Maharashtra,Sneha,5,14524,20,58096,43581.85,14514.15,Card,Cancelled,5
12288,16-11-2023,C020,Kavya,P103,Headphones,Electronics,Accessories,East,Odisha,Priya,1,1810,15,1538.5,1134.74,403.76,Card,Returned,4
12289,16-11-2023,C010,Neha,P103,Headphones,Electronics,Accessories,West,Maharashtra,Priya,3,1816,5,5175.6,3223.35,1952.25,Cash,Cancelled,2
